Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1,-10.5,0.035,-230,-0.0015,1,-0.0014,0.0,5.25,0.0,0,0,TRUE,0,0,0,0.23583978
188,-10.5,0.101,-230,-0.0015,1,-0.0018,0.0,5.74,0.0,0,0,TRUE,0,0,0,0
350,-10.5,0.155,-230,-0.001,1,-0.0016,0.0,4.32,0.0,0,0,TRUE,0,0,0,0
483,-10.5,0.194,-230,-0.0005,1,-0.0014,0.0,2.91,0.0,0,0,TRUE,0,0,0,0
626,-10.5,0.216,-230,0.0,1,-0.0012,0.0,1.5,0.0,0,0,TRUE,0,0,0,0
752,-10.5,0.223,-230,0.0005,1,-0.001,0.0,0.08,0.0,0,0,TRUE,0,0,0,0
892,-10.5,0.214,-230,0.0009,1,-0.0008,0.0,1.32,0.0,0,0,TRUE,0,0,0,0
1008,-10.5,0.19,-230,0.0014,1,-0.0006,0.0,2.73,0.0,0,0,TRUE,0,0,0,0
1323,-10.5,0.155,-230,0.0013,1,-0.0005,0.0,2.67,0.0,0,0,TRUE,0,0,0,0
1442,-10.5,0.139,-230,-0.0002,1,-0.0009,0.0,0.74,0.0,0,0,TRUE,0,0,0,0
1547,-10.5,0.141,-230,-0.0011,1,-0.0011,0.0,0.52,0.0,0,0,TRUE,0,0,0,0
1642,-10.501,0.148,-230,-0.0009,1,-0.0009,0.0,0.69,0.0,0,0,TRUE,0,0,0,0.07032503
1748,-10.5,0.154,-230,-0.0006,1,-0.0006,0.0,0.41,0.0,0,0,TRUE,0,0,0,-0.1206757
1846,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.13,0.0,0,0,TRUE,0,0,0,0
1943,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2058,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.06,0.0,0,0,TRUE,0,0,0,NaN
2173,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.05,0.0,0,0,TRUE,0,0,0,0
2260,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.02,0.0,0,0,TRUE,0,0,0,NaN
2350,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2434,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2522,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2606,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2725,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
2816,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2904,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2997,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
3119,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3202,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3289,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3374,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,0
3461,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3544,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3632,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3719,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3805,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3897,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
3992,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
4082,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
4167,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
4255,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
4343,-10.5,0.156,-229.999,-0.0004,1,-0.0005,0.0,0,0.0,0,0,TRUE,0,0,0,NaN
