Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1,-6.4,0.035,-430,-0.0015,1,-0.0014,0,5.25,0,0,0,TRUE,0,0,0,0.1124509
185,-6.4,0.101,-430,-0.0015,1,-0.0018,0,5.74,0,0,0,TRUE,0,0,0,0
291,-6.4,0.155,-430,-0.001,1,-0.0016,0,4.32,0,0,0,TRUE,0,0,0,0
400,-6.4,0.194,-430,-0.0005,1,-0.0014,0,2.91,0,0,0,TRUE,0,0,0,0
473,-6.4,0.216,-430,0.0,1,-0.0012,0,1.5,0,0,0,TRUE,0,0,0,0
555,-6.4,0.223,-430,0.0005,1,-0.001,0,0.08,0,0,0,TRUE,0,0,0,0
618,-6.4,0.214,-430,0.0009,1,-0.0008,0,1.32,0,0,0,TRUE,0,0,0,0
708,-6.4,0.19,-430,0.0014,1,-0.0006,0,2.73,0,0,0,TRUE,0,0,0,0
763,-6.4,0.155,-430,0.0013,1,-0.0005,0,2.67,0,0,0,TRUE,0,0,0,0
816,-6.4,0.139,-430,-0.0002,1,-0.0009,0,0.74,0,0,0,TRUE,0,0,0,0
876,-6.4,0.141,-430,-0.0011,1,-0.0011,0,0.52,0,0,0,TRUE,0,0,0,0
939,-6.401,0.148,-430,-0.0009,1,-0.0009,0,0.69,0,0,0,TRUE,0,0,0,0.105996154
1003,-6.4,0.154,-430,-0.0006,1,-0.0006,0,0.41,0,0,0,TRUE,0,0,0,-0.19977643
1068,-6.4,0.157,-430,-0.0004,1,-0.0004,0,0.13,0,0,0,TRUE,0,0,0,0
1175,-6.4,0.157,-430,-0.0004,1,-0.0004,0,0.01,0,0,0,TRUE,0,0,0,NaN
1238,-6.4,0.157,-430,-0.0004,1,-0.0004,0,0.06,0,0,0,TRUE,0,0,0,NaN
1294,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.05,0,0,0,TRUE,0,0,0,0
1357,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.02,0,0,0,TRUE,0,0,0,NaN
1414,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1475,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1547,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1605,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1659,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
1711,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1763,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0.01,0,0,0,TRUE,0,0,0,NaN
1809,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
1890,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
1938,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
1995,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
2041,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
2086,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
2132,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
2177,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
2221,-6.4,0.156,-430,-0.0004,1,-0.0005,0,0,0,0,0,TRUE,0,0,0,NaN
