Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1565937822120,-10.5,0.035,-230,-0.0015,1,-0.0014,0,5.25,0.00149,0,0,TRUE,0,0,0,0.23500642
1565937822516,-10.5,0.101,-230,-0.0015,1,-0.0018,0,5.74,0.00149,0,0,TRUE,0,0,0,0
1565937822691,-10.5,0.155,-230,-0.001,1,-0.0016,0,4.32,0.00129,0,0,TRUE,0,0,0,0
1565937822980,-10.5,0.194,-230,-5.00E-04,1,-0.0014,0,2.91,-0.0021,0,0,TRUE,0,0,0,0
1565937823154,-10.5,0.216,-230,0,1,-0.0012,0,1.5,-0.0029,0,0,TRUE,0,0,0,0
1565937823273,-10.5,0.223,-230,5.00E-04,1,-0.001,0,0.08,-0.00298,0,0,TRUE,0,0,0,0
1565937823376,-10.5,0.214,-230,9.00E-04,1,-8.00E-04,0,1.32,-0.00298,0,0,TRUE,0,0,0,0
1565937823534,-10.5,0.19,-230,0.0014,1,-6.00E-04,0,2.73,-0.00315,0,0,TRUE,0,0,0,0
1565937823701,-10.5,0.155,-230,0.0013,1,-5.00E-04,0,2.67,-0.00459,0,0,TRUE,0,0,0,0
1565937823854,-10.5,0.139,-230,-2.00E-04,1,-9.00E-04,0,0.74,-0.00496,0,0,TRUE,0,0,0,0
1565937824020,-10.5,0.141,-230,-0.0011,1,-0.0011,0,0.52,-0.00575,0,0,TRUE,0,0,0,0
1565937824136,-10.501,0.148,-230,-9.00E-04,1,-9.00E-04,0,0.69,-0.00575,0,0,TRUE,0,0,0,0.057593778
1565937824254,-10.5,0.154,-230,-6.00E-04,1,-6.00E-04,0,0.41,-0.00575,0,0,TRUE,0,0,0,-0.10840359
1565937824368,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.13,-0.00575,0,0,TRUE,0,0,0,0
1565937824515,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.01,-0.00596,0,0,TRUE,0,0,0,NaN
