Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1565833423280,-10.5,0.035,-230,-0.0015,1,-0.0014,0,5.25,0,0,0,TRUE,0,0,0,0.24908921
1565833423440,-10.5,0.101,-230,-0.0015,1,-0.0018,0,5.74,0,0,0,TRUE,0,0,0,0
1565833423570,-10.5,0.155,-230,-0.001,1,-0.0016,0,4.32,0,0,0,TRUE,0,0,0,0
1565833423701,-10.5,0.194,-230,-5.00E-04,1,-0.0014,0,2.91,0,0,0,TRUE,0,0,0,0
1565833423814,-10.5,0.216,-230,0,1,-0.0012,0,1.5,0,0,0,TRUE,0,0,0,0
1565833423934,-10.5,0.223,-230,5.00E-04,1,-0.001,0,0.08,0,0,0,TRUE,0,0,0,0
1565833424037,-10.5,0.214,-230,9.00E-04,1,-8.00E-04,0,1.32,0,0,0,TRUE,0,0,0,0
1565833424142,-10.5,0.19,-230,0.0014,1,-6.00E-04,0,2.73,0,0,0,TRUE,0,0,0,0
1565833424252,-10.5,0.155,-230,0.0013,1,-5.00E-04,0,2.67,0,0,0,TRUE,0,0,0,0
1565833424358,-10.5,0.139,-230,-2.00E-04,1,-9.00E-04,0,0.74,0,0,0,TRUE,0,0,0,0
1565833424446,-10.5,0.141,-230,-0.0011,1,-0.0011,0,0.52,0,0,0,TRUE,0,0,0,0
1565833424551,-10.501,0.148,-230,-9.00E-04,1,-9.00E-04,0,0.69,0,0,0,TRUE,0,0,0,0.063627414
1565833424686,-10.5,0.154,-230,-6.00E-04,1,-6.00E-04,0,0.41,0,0,0,TRUE,0,0,0,-0.09475277
1565833424784,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.13,0,0,0,TRUE,0,0,0,0
1565833424946,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565833425035,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.06,0,0,0,TRUE,0,0,0,NaN
