Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1565930068929,-10.5,0.035,-230,-0.0015,1,-0.0014,0,5.25,0,0,0,TRUE,0,0,0,0.23583978
1565930069116,-10.5,0.101,-230,-0.0015,1,-0.0018,0,5.74,0,0,0,TRUE,0,0,0,0
1565930069278,-10.5,0.155,-230,-0.001,1,-0.0016,0,4.32,0,0,0,TRUE,0,0,0,0
1565930069411,-10.5,0.194,-230,-5.00E-04,1,-0.0014,0,2.91,0,0,0,TRUE,0,0,0,0
1565930069554,-10.5,0.216,-230,0,1,-0.0012,0,1.5,0,0,0,TRUE,0,0,0,0
1565930069680,-10.5,0.223,-230,5.00E-04,1,-0.001,0,0.08,0,0,0,TRUE,0,0,0,0
1565930069820,-10.5,0.214,-230,9.00E-04,1,-8.00E-04,0,1.32,0,0,0,TRUE,0,0,0,0
1565930069936,-10.5,0.19,-230,0.0014,1,-6.00E-04,0,2.73,0,0,0,TRUE,0,0,0,0
1565930070251,-10.5,0.155,-230,0.0013,1,-5.00E-04,0,2.67,0,0,0,TRUE,0,0,0,0
1565930070370,-10.5,0.139,-230,-2.00E-04,1,-9.00E-04,0,0.74,0,0,0,TRUE,0,0,0,0
1565930070475,-10.5,0.141,-230,-0.0011,1,-0.0011,0,0.52,0,0,0,TRUE,0,0,0,0
1565930070570,-10.501,0.148,-230,-9.00E-04,1,-9.00E-04,0,0.69,0,0,0,TRUE,0,0,0,0.07032503
1565930070676,-10.5,0.154,-230,-6.00E-04,1,-6.00E-04,0,0.41,0,0,0,TRUE,0,0,0,-0.1206757
1565930070774,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.13,0,0,0,TRUE,0,0,0,0
1565930070871,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930070986,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.06,0,0,0,TRUE,0,0,0,NaN
1565930071101,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.05,0,0,0,TRUE,0,0,0,0
1565930071188,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.02,0,0,0,TRUE,0,0,0,NaN
1565930071278,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071362,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071450,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071534,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071653,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930071744,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071832,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930071925,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,0,0,0,TRUE,0,0,0,NaN
1565930072047,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072130,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072217,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072302,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,0
1565930072389,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072472,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072560,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072647,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072733,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072825,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930072920,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073010,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073095,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073183,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073271,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073354,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073438,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073521,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073602,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073686,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073806,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073887,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930073970,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930074052,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930074135,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930074220,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
1565930074304,-10.5,0.156,-229.999,-4.00E-04,1,-5.00E-04,0,0,0,0,0,TRUE,0,0,0,NaN
