Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1565838770403,-10.5,0.035,-230,-0.0015,1,-0.0014,0,5.25,0.00292,0,0,TRUE,0,0,0,0.23500642
1565838770619,-10.5,0.101,-230,-0.0015,1,-0.0018,0,5.74,0.00292,0,0,TRUE,0,0,0,0
1565838770827,-10.5,0.155,-230,-0.001,1,-0.0016,0,4.32,0.00292,0,0,TRUE,0,0,0,0
1565838771024,-10.5,0.194,-230,-5.00E-04,1,-0.0014,0,2.91,0.00292,0,0,TRUE,0,0,0,0
1565838771163,-10.5,0.216,-230,0,1,-0.0012,0,1.5,0.00292,0,0,TRUE,0,0,0,0
1565838771288,-10.5,0.223,-230,4.00E-04,1,-0.001,0,0.08,0.00292,0,0,TRUE,0,0,0,0
1565838771412,-10.5,0.214,-230,9.00E-04,1,-8.00E-04,0,1.32,0.00292,0,0,TRUE,0,0,0,0
1565838771527,-10.5,0.19,-230,0.0014,1,-6.00E-04,0,2.73,0.00292,0,0,TRUE,0,0,0,0
1565838771635,-10.5,0.155,-230,0.0013,1,-5.00E-04,0,2.67,0.00292,0,0,TRUE,0,0,0,0
1565838771751,-10.5,0.139,-230,-2.00E-04,1,-9.00E-04,0,0.74,0.00295,0,0,TRUE,0,0,0,0
1565838771846,-10.5,0.141,-230,-0.0011,1,-0.0011,0,0.52,0.00295,0,0,TRUE,0,0,0,0
1565838771950,-10.501,0.148,-230,-9.00E-04,1,-9.00E-04,0,0.69,0.00295,0,0,TRUE,0,0,0,0.06423921
1565838772066,-10.5,0.154,-230,-6.00E-04,1,-6.00E-04,0,0.41,0.00295,0,0,TRUE,0,0,0,-0.11027263
1565838772178,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.13,0.00291,0,0,TRUE,0,0,0,0
1565838772364,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.01,0.00211,0,0,TRUE,0,0,0,NaN
1565838772791,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.06,8.70E-04,0,0,TRUE,0,0,0,NaN
1565838772879,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.05,8.70E-04,0,0,TRUE,0,0,0,0
1565838772967,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.02,8.70E-04,0,0,TRUE,0,0,0,NaN
