Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1565593336245,-10.5,0.035,-230,-0.0015,1,-0.0014,0,5.25,1.00E-04,0,0,TRUE,0,0,0,0.23500642
1565593336413,-10.5,0.101,-230,-0.0015,1,-0.0018,0,5.74,1.00E-04,0,0,TRUE,0,0,0,0
1565593336602,-10.5,0.155,-230,-0.001,1,-0.0016,0,4.32,1.00E-04,0,0,TRUE,0,0,0,0
1565593336773,-10.5,0.194,-230,-5.00E-04,1,-0.0014,0,2.91,1.00E-04,0,0,TRUE,0,0,0,0
1565593336912,-10.5,0.216,-230,0,1,-0.0012,0,1.5,1.00E-04,0,0,TRUE,0,0,0,0
1565593337042,-10.5,0.223,-230,5.00E-04,1,-0.001,0,0.08,1.00E-04,0,0,TRUE,0,0,0,0
1565593337168,-10.5,0.214,-230,9.00E-04,1,-8.00E-04,0,1.32,1.00E-04,0,0,TRUE,0,0,0,0
1565593337307,-10.5,0.19,-230,0.0014,1,-6.00E-04,0,2.73,1.00E-04,0,0,TRUE,0,0,0,0
1565593337414,-10.5,0.155,-230,0.0013,1,-5.00E-04,0,2.67,1.00E-04,0,0,TRUE,0,0,0,0
1565593337522,-10.5,0.139,-230,-2.00E-04,1,-9.00E-04,0,0.74,1.00E-04,0,0,TRUE,0,0,0,0
1565593337613,-10.5,0.141,-230,-0.0011,1,-0.0011,0,0.52,1.00E-04,0,0,TRUE,0,0,0,0
1565593337724,-10.501,0.148,-230,-9.00E-04,1,-9.00E-04,0,0.69,1.00E-04,0,0,TRUE,0,0,0,0.060188092
1565593337847,-10.5,0.154,-230,-6.00E-04,1,-6.00E-04,0,0.41,1.00E-04,0,0,TRUE,0,0,0,-0.10399695
1565593337975,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.13,1.00E-04,0,0,TRUE,0,0,0,0
1565593338083,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338189,-10.5,0.157,-230,-4.00E-04,1,-4.00E-04,0,0.06,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338290,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.05,1.00E-04,0,0,TRUE,0,0,0,0
1565593338380,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.02,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338519,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338611,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338702,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338794,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593338914,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593339009,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
1565593339099,-10.5,0.156,-230,-4.00E-04,1,-5.00E-04,0,0.01,1.00E-04,0,0,TRUE,0,0,0,NaN
